timestamp,started,finished,onCourse,k5,k10,k15,k20,k25,k30,k35,k40,k45
2017-01-15 00:09:23,8350,8001,8001,8334,8328,8315,8276,8198,8148,8096,8049,8001
2017-01-15 00:10:10,8350,8001,8001,8334,8328,8315,8276,8198,8148,8096,8049,8001
2017-01-15 00:10:36,8350,8001,8001,8334,8328,8315,8276,8198,8148,8096,8049,8001
2017-01-15 00:12:30,8350,8001,8001,8334,8328,8315,8276,8198,8148,8096,8049,8001
