AlertStatus,temperature,windSpeed,windDirection,humidity,runnersOnCourse,runnersFinished,hospitalTransports,patientsSeen,LeadMaleRunnerLat,LeadMaleRunnerLong,LeadFemaleRunnerLat,LeadFemaleRunnerLong,TurtleLat,TurtleLong,LeadMaleRunnerLatHalf,LeadMaleRunnerLongHalf,LeadFemaleRunnerLatHalf,LeadFemaleRunnerLongHalf,LeadWheelchairMaleLat,LeadWheelchairMaleLong,LeadWheelchairFemaleLat,LeadWheelchairFemaleLong,pace350Lat,pace350Long,pace400Lat,pace400Long,pace415Lat,pace415Long,pace430Lat,pace430Long,pace500Lat,pace500Long,pace515Lat,pace515Long,pace530Lat,pace530Long,pace600Lat,pace600Long,Alert,emergencyCheck,AlertLat,AlertLong,shelterDisplay
1,60,25,"W",85,2147483647,0,6,0,29.750778,-95.357707,29.7507,-95.357705,,,29.750758,-95.357747,29.750767,-95.357699,,,,,29.750833,-95.357617,29.750933,-95.357867,29.750833,-95.35775,29.7505,-95.357283,29.750917,-95.357533,29.7509,-95.35765,,,,,"Join us for the 2017 Houston Marathon tomorrow!!!!",0,10.1,10.1,0
