timestamp,started,finished,onCourse,k5,k10,k15,k20,k25
2017-01-15 00:09:23,11653,11585,68,11637,11624,11605,11590,11585
2017-01-15 00:10:10,11653,11585,68,11637,11624,11605,11590,11585
2017-01-15 00:10:36,11653,11585,68,11637,11624,11605,11590,11585
2017-01-15 00:12:30,11653,11585,68,11637,11624,11605,11590,11585
